dataset_id,timestamp,s_pop,o_pop,question,possible_answers,answer,confidence,correct,score,false_answer_flag,idk_flag
11197,2026-01-03 00:52:04,78584,233485,What is the religion of Jesus in Islam?,"[""Islam"", ""Islamic religion"", ""Mohammedanism"", ""Muslim religion"", ""al-’islām"", ""religion of the Muslims""]","In Islam, Jesus (known as ʿĪsā) is regarded as a prophet and a Muslim — i.e., one who submits to the one God (Allah). Islamic teachings present him as following and preaching the monotheistic religion of submission to God (Islam), not as the founder of a separate religion.",0.97,1,1,0,0
11198,2026-01-03 00:52:06,10697,195995,What is the religion of Ivan Illich?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic (he was a Catholic priest),0.98,0,0,1,0
11199,2026-01-03 00:52:08,70,195995,What is the religion of Walter James Fitzgerald?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.72,1,1,0,0
11200,2026-01-03 00:52:10,156171,56744,What is the religion of Anne of Great Britain?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]",Anglican (Church of England),0.92,0,0,1,0
11201,2026-01-03 00:52:12,119361,213455,What is the religion of Lord's Prayer?,"[""Christianity"", ""Christian faith""]",Christianity,0.95,1,1,0,0
11202,2026-01-03 00:52:14,1411,10831,What is the religion of Covenant Theological Seminary?,"[""Presbyterian Church in America"", ""PCA""]",Presbyterian (Reformed; it is an evangelical Reformed and Presbyterian seminary associated with the Presbyterian Church in America),0.89,1,1,0,0
11203,2026-01-03 00:52:15,137,195995,What is the religion of Angelo Thomas Acerra?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.755,1,1,0,0
11204,2026-01-03 00:52:16,672,131476,What is the religion of Hebrew Theological College?,"[""Judaism"", ""Jewish"", ""Jewish religion""]",Orthodox Judaism,0.84,1,1,0,0
11205,2026-01-03 00:52:18,3463,6035,What is the religion of Ottawa University?,"[""American Baptist Churches USA""]",Ottawa University is affiliated with the Baptist denomination (historically associated with the American Baptist Churches and founded by Baptist clergy; it maintains a Christian—specifically Baptist—heritage).,0.75,0,0,1,0
11206,2026-01-03 00:52:20,562,233485,What is the religion of Shah Jamal?,"[""Islam"", ""Islamic religion"", ""Mohammedanism"", ""Muslim religion"", ""al-’islām"", ""religion of the Muslims""]",Islam,0.88,1,1,0,0
11207,2026-01-03 00:52:21,13862,4978,What is the religion of Grand Duchy of Finland?,"[""Evangelical Lutheran Church of Finland"", ""Lutheran Church of Finland"", ""Church of Finland"", ""Finnish Orthodox Church"", ""Orthodox Church of Finland""]",Lutheranism (Evangelical Lutheran Church of Finland as the dominant religion),0.905,1,1,0,0
11208,2026-01-03 00:52:22,351,56744,What is the religion of Trevor Mwamba?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]",Anglican (Christian — he is an Anglican bishop),0.85,0,0,1,0
11209,2026-01-03 00:52:24,948,195995,What is the religion of Saint Lea?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Christianity,0.98,0,0,1,0
11210,2026-01-03 00:52:26,56223,195995,What is the religion of Austrian Empire?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholicism,0.84,0,0,1,0
11211,2026-01-03 00:52:27,277,195995,What is the religion of Frank Joseph Dewane?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic (he is a Catholic bishop),0.95,0,0,1,0
11212,2026-01-03 00:52:28,384,195995,What is the religion of Joseph Bambera?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.9765,1,1,0,0
11213,2026-01-03 00:52:30,978,195995,What is the religion of Institute of the Incarnate Word?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholicism,0.98,0,0,1,0
11214,2026-01-03 00:52:31,181,56744,What is the religion of Richard Field?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]",Anglican (Church of England),0.54,0,0,1,0
11215,2026-01-03 00:52:33,228,195995,What is the religion of José Cardoso Sobrinho?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholicism (he is a Roman Catholic archbishop),0.9786,0,0,1,0
11216,2026-01-03 00:52:34,77,195995,What is the religion of John Peter Jukes?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.8,1,1,0,0
11217,2026-01-03 00:52:36,1689,4484,What is the religion of Spring Arbor University?,"[""Free Methodist Church""]",Evangelical Christian (specifically affiliated with the Free Methodist Church),0.92,1,1,0,0
11218,2026-01-03 00:52:38,79983,107313,What is the religion of William III of England?,"[""Protestantism"", ""Protestant religion"", ""Protestant Church"", ""Christian Protestantism"", ""Protestant churches"", ""Protestant Christianity"", ""Protestant"", ""Protestants""]",Protestant (specifically a Protestant of the Dutch Reformed/Calvinist tradition; he was sometimes described as a Protestant monarch and upheld the Church of England),0.8,1,1,0,0
11219,2026-01-03 00:52:40,1948,56744,What is the religion of Chad Varah?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]",Anglican (Church of England priest),0.88,0,0,1,0
11220,2026-01-03 00:52:41,2850,195995,What is the religion of Alexander VII?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholicism,0.78,0,0,1,0
11221,2026-01-03 00:52:43,2479,2180,What is the religion of Eastern Mennonite University?,"[""Mennonite Church USA"", ""MCUSA""]",Mennonite (Anabaptist Christian),0.9,0,0,1,0
11222,2026-01-03 00:52:44,4624,233485,What is the religion of Loon?,"[""Islam"", ""Islamic religion"", ""Mohammedanism"", ""Muslim religion"", ""al-’islām"", ""religion of the Muslims""]",Roman Catholic,0.54,0,0,1,0
11223,2026-01-03 00:52:46,4237,233485,What is the religion of Muhammad Qasim Nanautawi?,"[""Islam"", ""Islamic religion"", ""Mohammedanism"", ""Muslim religion"", ""al-’islām"", ""religion of the Muslims""]",Islam,0.95,1,1,0,0
11224,2026-01-03 00:52:48,359,195995,What is the religion of Martin Holley?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.72,1,1,0,0
11225,2026-01-03 00:52:50,3737,233485,What is the religion of Pir?,"[""Islam"", ""Islamic religion"", ""Mohammedanism"", ""Muslim religion"", ""al-’islām"", ""religion of the Muslims""]","I’m missing necessary context to determine which ""Pir"" you mean. ""Pir"" can be a title used in Sufism (Islam), in which case the religion is Islam; it can also be a name in other cultures. Please specify the person or provide more context.",0.25,1,1,0,0
11226,2026-01-03 00:52:52,487061,131476,What is the religion of Marilyn Monroe?,"[""Judaism"", ""Jewish"", ""Jewish religion""]",Protestant (specifically raised in and associated with Christian Protestant denominations; later she was married in Episcopal ceremonies),0.42,0,0,1,0
11227,2026-01-03 00:52:53,2426,213455,What is the religion of Honorius III?,"[""Christianity"", ""Christian faith""]",Roman Catholicism,0.98,0,0,1,0
11228,2026-01-03 00:52:54,22138,131476,What is the religion of synagogue?,"[""Judaism"", ""Jewish"", ""Jewish religion""]",Judaism,0.9999,1,1,0,0
11229,2026-01-03 00:52:56,7354,86019,What is the religion of Sur Empire?,"[""Sunni Islam"", ""Sunni"", ""Sunnite Muslims"", ""Sunnite Muslim""]",Islam,0.88,1,1,0,0
11230,2026-01-03 00:52:57,71,195995,What is the religion of François Gayot?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.65,1,1,0,0
11231,2026-01-03 00:53:00,854,6035,What is the religion of Andover Newton Theological School?,"[""American Baptist Churches USA""]","Christian (historically a Protestant, specifically American Congregationalist/United Church of Christ and later affiliated broadly with Protestant seminaries)",0.575,0,0,1,0
11232,2026-01-03 00:53:01,3081,233485,What is the religion of Wahshi ibn Harb?,"[""Islam"", ""Islamic religion"", ""Mohammedanism"", ""Muslim religion"", ""al-’islām"", ""religion of the Muslims""]",Islam,0.82,1,1,0,0
11233,2026-01-03 00:53:02,377325,5041,What is the religion of Spain?,"[""non-denominational"", ""nondenominational""]","Predominantly Roman Catholic (Christianity), though Spain has religious minorities and increasing secularism.",0.85,0,0,1,0
11234,2026-01-03 00:53:03,252,94413,What is the religion of Ali Ibn Ibrahim Qomi?,"[""Shia Islam"", ""Shīa Islam"", ""Shiism"", ""Shiah Islam"", ""Shiʿa Islam"", ""Shi'a Islam""]",Shia Islam (Twelver Shi'a),0.82,1,1,0,0
11235,2026-01-03 00:53:05,725,195995,What is the religion of Humbert of Silva Candida?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Christianity (Roman Catholic),0.98,0,0,1,0
11236,2026-01-03 00:53:06,15000,195995,What is the religion of Father Damien?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic (Catholic),0.9987,0,0,1,0
11237,2026-01-03 00:53:08,143,195995,What is the religion of Jean-Claude Courveille?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.76,1,1,0,0
11238,2026-01-03 00:53:09,420204,56744,What is the religion of George VI?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]",Anglican (Church of England),0.86,0,0,1,0
11239,2026-01-03 00:53:10,3619,195995,What is the religion of Alexander I?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Eastern Orthodox Christianity,0.88,0,0,1,0
11240,2026-01-03 00:53:11,75,195995,What is the religion of Ricardo Watty Urquidi?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.8265,1,1,0,0
11241,2026-01-03 00:53:13,13862,1895,What is the religion of Grand Duchy of Finland?,"[""Evangelical Lutheran Church of Finland"", ""Lutheran Church of Finland"", ""Church of Finland"", ""Finnish Orthodox Church"", ""Orthodox Church of Finland""]",Lutheranism (Evangelical Lutheran Church of Finland was the dominant state church during the Grand Duchy of Finland),0.85,1,1,0,0
11242,2026-01-03 00:53:14,358542,42147,What is the religion of Vladimir Putin?,"[""Russian Orthodox Church""]",Vladimir Putin identifies as Russian Orthodox Christian.,0.92,0,0,1,0
11243,2026-01-03 00:53:16,149,195995,What is the religion of Antonio Hernández Gallegos?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.42,1,1,0,0
11244,2026-01-03 00:53:17,394926,46348,What is the religion of Abraham Lincoln?,"[""Baptists"", ""Baptist church"", ""Baptist""]","Abraham Lincoln's personal religious beliefs are debated, but he identified culturally with Protestant Christianity and was affiliated with no specific church during his adult life; he expressed belief in God and Providence though he rejected orthodox Christian doctrines—so generally described as a theistic, nonsectarian Protestant (often called a Christian without formal church membership).",0.67,0,0,1,0
11245,2026-01-03 00:53:19,53238,202198,What is the religion of Tokugawa Shogunate?,"[""Buddhism"", ""Buddha Dharma""]","The Tokugawa shogunate (Edo period) officially promoted Neo-Confucianism as its governing ideology, while the population practiced predominantly Buddhism and Shinto; the regime also enforced suppression of Christianity.",0.9,1,1,0,0
11246,2026-01-03 00:53:22,72,56744,What is the religion of William Preston?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]","Insufficient information to determine — there are multiple notable individuals named William Preston and the question does not specify which one. Please specify which William Preston you mean (e.g., William Preston the Freemason, William Preston the actor, William Preston the Confederate officer, etc.) and I will answer his religion if available.",0.57,0,0,1,0
11247,2026-01-03 00:53:23,168,195995,"What is the religion of Gustav Adolf, Cardinal Prince of Hohenlohe-Schillingfürst?","[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.86,1,1,0,0
11248,2026-01-03 00:53:25,566,195995,What is the religion of Catholic Theological Union?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholicism (Catholic),0.92,0,0,1,0
11249,2026-01-03 00:53:26,278,195995,What is the religion of Giacomo Biffi?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.995,1,1,0,0
11250,2026-01-03 00:53:27,76739,131476,What is the religion of Jacob?,"[""Judaism"", ""Jewish"", ""Jewish religion""]",Judaism (Jacob is a patriarch in the Hebrew Bible; he is a Hebrew/Israelite),0.62,1,1,0,0
11251,2026-01-03 00:53:28,153,56744,What is the religion of Colin James?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]",Christian,0.17,0,0,1,0
11252,2026-01-03 00:53:31,1994,1194,What is the religion of Texas College?,"[""Christian Methodist Episcopal Church""]",Christian (historically affiliated with the Christian Methodist Episcopal Church),0.88,1,1,0,0
11253,2026-01-03 00:53:32,284,195995,What is the religion of Union of Catholic Asian News?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.76,1,1,0,0
11254,2026-01-03 00:53:34,151391,18581,What is the religion of James VI and I?,"[""Anglicanism"", ""Anglicanism, Anglican Church"", ""Church of Scotland"", ""CoS"", ""the Kirk""]",Protestant (specifically Anglican—King of England and head of the Church of England; he was raised and ruled as a Protestant),0.95,0,0,1,0
11255,2026-01-03 00:53:35,20493,35722,What is the religion of First Bulgarian Empire?,"[""Tengrism"", ""Tengriism"", ""Tengrianism"", ""Tenggerism""]",Byzantine Christianity (Eastern Orthodox Christianity),0.75,0,0,1,0
11256,2026-01-03 00:53:37,1291432,56744,What is the religion of Elizabeth II?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]",Church of England (Anglican),0.98,0,0,1,0
11257,2026-01-03 00:53:38,123,195995,What is the religion of Giacinto Berloco?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.98,1,1,0,0
11258,2026-01-03 00:53:40,34853,195995,What is the religion of Maximilian I of Mexico?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.95,1,1,0,0
11259,2026-01-03 00:53:41,392,195995,What is the religion of Joseph Cardijn?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.97,1,1,0,0
11260,2026-01-03 00:53:42,5573,213455,What is the religion of Judaizers?,"[""Christianity"", ""Christian faith""]",Judaism,0.39,0,0,1,0
11261,2026-01-03 00:53:44,473,53675,What is the religion of John Motley Morehead?,"[""Presbyterianism"", ""Presbyterian churches"", ""Presbyterianism, Presbyterian Church"", ""Presbyterian Church""]",Episcopalian,0.45,0,0,1,0
11262,2026-01-03 00:53:45,28015,195995,What is the religion of Evo Morales?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic (Catholicism),0.76,0,0,1,0
11263,2026-01-03 00:53:47,157,195995,What is the religion of Girolamo Maria Gotti?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic (Catholic),0.99,0,0,1,0
11264,2026-01-03 00:53:48,1747,46348,What is the religion of Averett University?,"[""Baptists"", ""Baptist church"", ""Baptist""]",Averett University is affiliated with the Baptist tradition; it is historically affiliated with the Baptist General Association of Virginia (Baptist).,0.72,1,1,0,0
11265,2026-01-03 00:53:50,5394,17217,What is the religion of Kingdom of Sussex?,"[""Anglo-Saxon paganism"", ""Anglo-Saxon religion""]",Christianity,0.86,0,0,1,0
11266,2026-01-03 00:53:51,45,195995,What is the religion of Cosmo Francesco Ruppi?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholicism,0.84,0,0,1,0
11267,2026-01-03 00:53:52,46,195995,What is the religion of José Palmeira Lessa?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholicism,0.8163,0,0,1,0
11268,2026-01-03 00:53:54,19871,25243,What is the religion of University of Evansville?,"[""United Methodist Church"", ""UMC""]",The University of Evansville is affiliated with the United Methodist Church.,0.88,1,1,0,0
11269,2026-01-03 00:53:56,22655,213455,What is the religion of bishop?,"[""Christianity"", ""Christian faith""]",Christianity,0.88,1,1,0,0
11270,2026-01-03 00:53:57,118,195995,"What is the religion of St. Albert's Church, Riga?","[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.8,1,1,0,0
11271,2026-01-03 00:53:59,10217,15966,What is the religion of Muscat and Oman?,"[""Ibadi"", ""Ibadism"", ""Ibāḍiyya"", ""Ibaḍiyya""]",Islam (the dominant religion in Muscat and Oman is Islam; most Omanis follow Ibadism with significant Sunni and smaller Shia communities),0.86,1,1,0,0
11272,2026-01-03 00:54:00,33550,12902,What is the religion of David Livingstone?,"[""congregational church"", ""evangelical congregational church"", ""Congregationalism""]",He was a Christian (specifically a Scottish Protestant missionary — a Congregationalist).,0.98,0,0,1,0
11273,2026-01-03 00:54:01,6044,195995,What is the religion of University of Portland?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.9945,1,1,0,0
11274,2026-01-03 00:54:03,4812,14460,What is the religion of California Lutheran University?,"[""Evangelical Lutheran Church in America"", ""ELCA""]",Evangelical Lutheran (affiliated with the Evangelical Lutheran Church in America),0.88,1,1,0,0
11275,2026-01-03 00:54:05,706284,82137,What is the religion of Muhammad Ali?,"[""Nation of Islam"", ""NOI"", ""Sunni Islam"", ""Sunni"", ""Sunnite Muslims"", ""Sunnite Muslim"", ""Sufism"", ""Sufi"", ""Sufi (person)""]",Islam,0.9999,1,1,0,0
11276,2026-01-03 00:54:06,214,202198,What is the religion of Enchin?,"[""Buddhism"", ""Buddha Dharma""]",Buddhism,0.64,1,1,0,0
11277,2026-01-03 00:54:07,90,195995,What is the religion of Niccolò Marini?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.92,1,1,0,0
11278,2026-01-03 00:54:09,68,56744,What is the religion of James MacManaway?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]",Anglican (Church of Ireland),0.53,0,0,1,0
11279,2026-01-03 00:54:10,12430,233485,What is the religion of Sanyika Shakur?,"[""Islam"", ""Islamic religion"", ""Mohammedanism"", ""Muslim religion"", ""al-’islām"", ""religion of the Muslims""]",Islam,0.85,1,1,0,0
11280,2026-01-03 00:54:12,683050,233485,What is the religion of Afghanistan?,"[""Islam"", ""Islamic religion"", ""Mohammedanism"", ""Muslim religion"", ""al-’islām"", ""religion of the Muslims""]","Islam (predominantly Sunni Islam, with a Shia minority)",0.9467,1,1,0,0
11281,2026-01-03 00:54:13,351,14460,What is the religion of Lutheran Theological Seminary at Philadelphia?,"[""Evangelical Lutheran Church in America"", ""ELCA""]",Lutheran (Christian — specifically Lutheran),0.975,0,0,1,0
11282,2026-01-03 00:54:14,76,195995,What is the religion of Bernard Yago?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholicism (he was a Roman Catholic cardinal and archbishop),0.91,0,0,1,0
11283,2026-01-03 00:54:15,137,195995,What is the religion of Louis-Joseph-Napoléon-Paul Bruchési?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.75,1,1,0,0
11284,2026-01-03 00:54:17,706284,87585,What is the religion of Muhammad Ali?,"[""Nation of Islam"", ""NOI"", ""Sunni Islam"", ""Sunni"", ""Sunnite Muslims"", ""Sunnite Muslim"", ""Sufism"", ""Sufi"", ""Sufi (person)""]",Islam,0.9999,1,1,0,0
11285,2026-01-03 00:54:18,13279,195995,What is the religion of Santa Clara University?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic (Jesuit),0.83,0,0,1,0
11286,2026-01-03 00:54:19,93,195995,What is the religion of Bernard William Schmitt?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.1,1,1,0,0
11287,2026-01-03 00:54:23,187,56744,What is the religion of William Peters?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]","I don't have enough information to determine which William Peters you mean; there are multiple people with that name and their religions vary. Please specify which William Peters (e.g., birth/death years, profession, or a link) and I can answer.",0.25,0,0,1,1
11288,2026-01-03 00:54:25,117,195995,What is the religion of Patrick Sheridan?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.34,1,1,0,0
11289,2026-01-03 00:54:26,146014,82132,What is the religion of Mark Twain?,"[""atheism"", ""unbelief""]",Agnostic (often described as a religious skeptic; he was critical of organized religion and identified as a freethinker),0.9,0,0,1,0
11290,2026-01-03 00:54:27,6005,17217,What is the religion of Kingdom of Kent?,"[""Anglo-Saxon paganism"", ""Anglo-Saxon religion""]",Christianity,0.86,0,0,1,0
11291,2026-01-03 00:54:30,286991,195995,What is the religion of Francis?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]","I don't have enough information to determine which ""Francis"" you mean. There are many people named Francis (e.g., Pope Francis, Saint Francis of Assisi, or private individuals), and their religions differ. If you mean Pope Francis, his religion is Roman Catholicism (he is the leader of the Catholic Church). If you mean Saint Francis of Assisi, he was also Roman Catholic. Please specify which Francis you mean.",0.25,1,1,0,1
11292,2026-01-03 00:54:31,12551,28387,What is the religion of Loa?,"[""Haitian Vodou"", ""Vaudou"", ""Vodun"", ""Vodoun"", ""Voodoo"", ""Louisiana Voodoo"", ""New Orleans Voodoo"", ""Voodoo"", ""Vodun""]",The Loa are spirits worshiped in Haitian Vodou (Voodoo).,0.76,1,1,0,0
11293,2026-01-03 00:54:33,5617,25243,What is the religion of Southwestern University?,"[""United Methodist Church"", ""UMC""]",Southwestern University is affiliated with the Presbyterian Church (USA).,0.96,0,0,1,0
11294,2026-01-03 00:54:34,87289,12392,What is the religion of Carl Linnaeus?,"[""Church of Sweden"", ""Svenska kyrkan""]",Lutheran (Christian),0.75,0,0,1,0
11295,2026-01-03 00:54:35,1306,195995,What is the religion of Titus Brandsma?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.94,1,1,0,0
11296,2026-01-03 00:54:37,8241,213455,What is the religion of James I of Aragon?,"[""Christianity"", ""Christian faith""]",Roman Catholic,0.96,0,0,1,0
11297,2026-01-03 00:54:38,306,195995,What is the religion of Assumption College for Sisters?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.98,1,1,0,0
11298,2026-01-03 00:54:39,33854,213455,What is the religion of Matthew the Apostle?,"[""Christianity"", ""Christian faith""]",Judaism,0.89,0,0,1,0
11299,2026-01-03 00:54:40,56118,195995,What is the religion of John Paul I?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.98,1,1,0,0
11300,2026-01-03 00:54:42,251,195995,What is the religion of Choir monk?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Christianity,0.54,0,0,1,0
11301,2026-01-03 00:54:43,31469,195995,What is the religion of Bourbon Restoration?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholicism,0.86,0,0,1,0
11302,2026-01-03 00:54:45,1770,195995,What is the religion of Frank Pavone?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.98,1,1,0,0
11303,2026-01-03 00:54:46,12186,195995,What is the religion of University of San Diego?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic (specifically affiliated with the Roman Catholic Church / the Diocese of San Diego and founded by the Roman Catholic Church),0.958,1,1,0,0
11304,2026-01-03 00:54:47,90064,233485,What is the religion of Alī ibn Abī Ṭālib?,"[""Islam"", ""Islamic religion"", ""Mohammedanism"", ""Muslim religion"", ""al-’islām"", ""religion of the Muslims""]",Islam,0.99,1,1,0,0
11305,2026-01-03 00:54:49,232,95550,What is the religion of Leonard R. Brand?,"[""Seventh-day Adventist Church"", ""Seventh-day Adventism"", ""SDA""]",Seventh-day Adventist,0.9,1,1,0,0
11306,2026-01-03 00:54:51,31620,25243,What is the religion of American University?,"[""United Methodist Church"", ""UMC""]",American University is a private secular (nonsectarian) research university and is not affiliated with any religion.,0.93,0,0,1,0
11307,2026-01-03 00:54:52,241,195995,What is the religion of Paolo Sardi?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.94,1,1,0,0
11308,2026-01-03 00:54:54,6884,86019,What is the religion of Hafsid dynasty?,"[""Sunni Islam"", ""Sunni"", ""Sunnite Muslims"", ""Sunnite Muslim""]",Islam (Sunni Islam),0.98,1,1,0,0
11309,2026-01-03 00:54:55,495,56744,What is the religion of Kenneth Leech?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]",Christianity (Anglican / Church of England — he was an Anglican priest),0.98,0,0,1,0
11310,2026-01-03 00:54:58,754,195995,What is the religion of Disabilities?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]","There is no single religion called ""the religion of Disabilities."" Disability is a characteristic or condition, not a religion; people with disabilities practice many different religions (or none) depending on their individual beliefs and cultures.",0.94,0,0,1,0
11311,2026-01-03 00:54:59,350454,74520,What is the religion of George Washington?,"[""Episcopal Church"", ""Gu fakes"", ""Guerra universitaria"", ""Episcopalianism"", ""The Episcopal Church in the United States of America""]",Christian (Episcopalian / Anglican),0.98,0,0,1,0
11312,2026-01-03 00:55:00,236,195995,What is the religion of Juan Benlloch i Vivó?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.83,1,1,0,0
11313,2026-01-03 00:55:01,93777,114980,What is the religion of Rama?,"[""Hinduism"", ""Hindu Dharma"", ""Sanatan Dharma"", ""Hindu religion"", ""Hindoo dharam"", ""🛕"", ""ॐ"", ""Jainism"", ""nirgrantha"", ""Jain dharma"", ""Jainatva"", ""Jaina"", ""Jain mata"", ""Jaini"", ""Jainy"", ""jainas""]",Hinduism,0.99,1,1,0,0
11314,2026-01-03 00:55:03,34,56744,What is the religion of James Uno?,"[""Anglicanism"", ""Anglicanism, Anglican Church""]",I don't have information on the religion of James Uno.,0.2,0,0,1,1
11315,2026-01-03 00:55:04,105,14460,What is the religion of Living Lutheran?,"[""Evangelical Lutheran Church in America"", ""ELCA""]",Lutheran (it is the official magazine of the Evangelical Lutheran Church in America),0.86,1,1,0,0
11316,2026-01-03 00:55:06,3865,195995,What is the religion of Mount St. Mary's University?,"[""Catholic Church"", ""Roman Catholic Church"", ""Church"", ""Roman Apostolic Catholic Church""]",Roman Catholic,0.9,1,1,0,0
11317,2026-01-03 00:55:07,443,78696,What is the religion of John White?,"[""Evangelicalism"", ""Evangelical Christianity"", ""Evangelical Protestantism""]","I don’t have enough information to determine which John White you mean; there are many people named John White with different religions. Please specify which John White (e.g., birth year, occupation, nationality) so I can answer.",0.2,0,0,1,1
